,netspend,volume,packs,brand,market,region,store,gweight,date
1134,19.73,6.796,3,brand_19,market_1,region_7,store_2,8586,2021-08-05
1135,18.11,8.787,5,brand_30,market_3,region_7,store_3,16523,2021-01-26
1136,1.21,3.472,5,brand_30,market_2,region_3,store_2,25603,2020-08-19
1137,4.79,1.479,3,brand_8,market_5,region_7,store_2,4158,2023-07-21
1138,12.32,17.315,4,brand_5,market_1,region_7,store_2,15935,2020-09-11
1139,2.18,9.055,5,brand_30,market_4,region_3,store_2,38733,2024-10-20
1140,15.42,4.105,5,brand_16,market_4,region_4,store_2,46048,2020-07-08
1141,6.28,10.255,3,brand_20,market_4,region_3,store_2,32958,2022-10-06
1142,4.93,13.229,1,brand_13,market_1,region_1,store_2,17462,2024-09-10
1143,1.12,10.816,5,brand_4,market_1,region_2,store_4,43398,2024-09-09
1144,15.16,3.6,2,brand_22,market_3,region_3,store_3,11528,2021-11-03
1145,19.06,16.176,1,brand_13,market_3,region_2,store_3,42085,2023-07-31
1146,5.84,3.653,4,brand_18,market_1,region_5,store_2,47580,2020-07-11
1147,1.37,15.579,2,brand_3,market_2,region_6,store_4,23119,2022-05-06
1148,19.48,16.934,5,brand_25,market_4,region_2,store_2,23248,2023-07-27
1149,16.48,14.985,3,brand_1,market_3,region_5,store_3,31292,2022-12-05
1150,15.09,8.429,3,brand_12,market_5,region_6,store_1,37042,2022-10-06
1151,15.17,2.169,3,brand_10,market_5,region_1,store_3,12704,2023-07-31
1152,3.8,3.728,3,brand_2,market_5,region_5,store_3,16713,2022-11-28
1153,13.21,11.778,5,brand_19,market_1,region_7,store_3,6237,2022-07-04
1154,14.49,2.309,4,brand_12,market_4,region_5,store_1,39388,2024-05-28
1155,15.53,7.713,1,brand_27,market_2,region_2,store_2,10344,2024-01-18
1156,19.44,8.149,4,brand_17,market_2,region_1,store_3,3401,2020-07-29
1157,19.93,17.437,4,brand_4,market_2,region_6,store_1,12932,2020-03-23
1158,11.78,3.294,3,brand_13,market_5,region_7,store_1,34315,2021-08-30
1159,17.81,7.393,1,brand_6,market_4,region_4,store_1,42953,2020-11-25
1160,8.09,18.426,4,brand_16,market_4,region_3,store_3,8059,2020-01-05
1161,16.95,11.176,5,brand_17,market_2,region_5,store_1,43226,2024-08-26
1162,2.45,9.109,2,brand_19,market_1,region_6,store_3,7514,2022-12-06
1163,11.06,11.28,2,brand_13,market_4,region_6,store_1,38464,2021-09-03
1164,15.09,2.614,1,brand_15,market_5,region_2,store_2,33306,2022-10-17
1165,19.33,5.369,4,brand_18,market_4,region_4,store_4,41929,2021-10-24
1166,10.87,8.854,3,brand_1,market_3,region_4,store_3,22271,2021-05-11
1167,4.16,4.478,5,brand_15,market_4,region_2,store_3,6210,2023-08-14
1168,8.05,8.493,1,brand_25,market_4,region_5,store_3,17658,2021-07-17
1169,7.11,2.133,1,brand_16,market_4,region_4,store_4,18155,2021-06-13
1170,3.95,12.339,3,brand_14,market_3,region_4,store_3,3837,2022-04-25
1171,9.44,15.726,3,brand_24,market_1,region_2,store_1,21837,2021-11-02
1172,19.25,19.497,1,brand_25,market_4,region_5,store_3,4456,2023-04-10
1173,14.81,2.492,2,brand_25,market_2,region_3,store_1,35073,2021-11-11
1174,9.34,9.29,2,brand_16,market_3,region_3,store_1,33042,2022-11-20
1175,8.64,12.542,2,brand_30,market_4,region_3,store_2,37599,2023-06-11
1176,10.38,4.39,3,brand_26,market_5,region_1,store_4,5798,2020-05-20
1177,17.77,12.258,1,brand_16,market_1,region_7,store_3,32529,2021-08-04
1178,9.03,16.268,1,brand_21,market_5,region_1,store_1,15518,2023-02-13
1179,12.93,14.462,3,brand_20,market_1,region_5,store_1,1853,2021-05-08
1180,11.38,10.203,3,brand_30,market_5,region_4,store_2,17611,2022-06-14
1181,2.38,4.699,5,brand_5,market_3,region_6,store_2,12927,2021-08-16
1182,8.5,5.504,3,brand_20,market_2,region_4,store_1,33999,2022-12-15
1183,5.9,7.228,2,brand_4,market_1,region_6,store_2,42276,2021-10-04
1184,4.11,8.522,4,brand_30,market_3,region_7,store_4,28165,2021-12-02
1185,13.34,6.875,5,brand_16,market_1,region_3,store_3,38249,2023-10-15
1186,4.73,17.487,1,brand_2,market_3,region_1,store_2,44848,2022-06-20
1187,19.79,6.016,4,brand_26,market_4,region_1,store_2,38864,2023-02-28
1188,16.52,5.351,1,brand_17,market_2,region_7,store_3,22267,2021-06-30
1189,13.75,7.006,3,brand_29,market_2,region_4,store_4,27892,2020-02-05
1190,1.55,6.662,4,brand_23,market_3,region_1,store_3,37114,2024-06-29
1191,14.69,4.634,3,brand_20,market_1,region_2,store_2,32194,2023-12-11
1192,5.01,1.662,5,brand_25,market_2,region_4,store_4,10831,2023-11-23
1193,19.98,4.479,2,brand_7,market_4,region_3,store_1,39019,2023-10-13
1194,13.4,9.351,4,brand_21,market_4,region_1,store_4,16445,2022-10-20
1195,16.03,2.063,3,brand_6,market_1,region_1,store_3,37320,2021-05-28
1196,3.1,13.799,1,brand_15,market_3,region_7,store_3,26197,2022-06-15
1197,14.65,19.111,2,brand_13,market_2,region_7,store_2,17976,2024-08-23
1198,2.63,7.431,3,brand_23,market_2,region_1,store_4,10942,2020-06-18
1199,4.86,12.677,5,brand_13,market_4,region_5,store_1,18037,2021-06-12
1200,9.33,13.521,4,brand_28,market_5,region_1,store_3,32342,2021-04-28
1201,6.32,4.399,5,brand_20,market_4,region_4,store_4,8262,2023-01-13
1202,2.69,19.032,3,brand_2,market_4,region_3,store_4,23554,2020-08-13
1203,4.52,18.824,5,brand_18,market_2,region_3,store_1,4242,2024-04-26
1204,3.77,16.282,5,brand_20,market_3,region_1,store_2,28263,2024-02-23
1205,19.67,17.355,5,brand_12,market_5,region_1,store_2,15232,2024-07-22
1206,12.67,12.388,4,brand_7,market_4,region_7,store_2,41437,2021-01-20
1207,13.15,7.674,1,brand_25,market_2,region_1,store_1,40626,2023-09-01
1208,8.43,4.803,4,brand_15,market_3,region_6,store_4,17523,2020-08-31
1209,19.0,12.14,5,brand_25,market_2,region_7,store_2,48218,2021-08-10
1210,8.04,15.776,4,brand_19,market_1,region_2,store_1,32996,2020-08-27
1211,18.03,5.657,2,brand_13,market_2,region_2,store_3,4152,2021-07-25
1212,17.53,13.078,1,brand_16,market_5,region_4,store_4,26466,2020-05-26
1213,10.67,9.948,4,brand_4,market_2,region_3,store_4,38440,2020-01-16
1214,2.96,14.903,2,brand_11,market_1,region_2,store_1,9505,2020-02-05
1215,13.94,8.105,4,brand_23,market_1,region_7,store_3,28526,2021-05-16
1216,1.08,15.092,4,brand_17,market_4,region_5,store_2,34582,2023-04-29
1217,3.57,15.505,2,brand_16,market_5,region_3,store_2,34691,2021-09-18
1218,1.78,4.317,1,brand_22,market_4,region_7,store_2,23105,2022-05-17
1219,7.11,9.564,4,brand_19,market_2,region_3,store_1,35525,2023-08-17
1220,18.92,4.127,1,brand_1,market_4,region_5,store_2,6323,2022-09-18
1221,15.44,12.226,2,brand_9,market_5,region_1,store_3,26592,2021-09-26
1222,13.36,10.073,4,brand_28,market_5,region_5,store_3,5505,2023-09-14
1223,2.92,18.541,2,brand_20,market_3,region_1,store_1,6680,2023-03-20
1224,11.07,11.552,2,brand_18,market_3,region_7,store_1,34704,2020-07-28
1225,7.22,7.875,2,brand_2,market_5,region_4,store_2,29342,2023-01-02
1226,9.04,18.805,1,brand_15,market_3,region_2,store_2,31432,2021-09-01
1227,10.93,3.213,3,brand_25,market_3,region_7,store_4,27420,2024-12-16
1228,15.72,12.74,1,brand_24,market_2,region_7,store_4,24218,2023-10-16
1229,4.5,18.362,2,brand_24,market_3,region_7,store_1,6006,2020-04-13
1230,4.48,8.166,3,brand_18,market_5,region_7,store_1,2844,2024-11-05
1231,9.87,17.586,5,brand_3,market_3,region_5,store_2,48068,2021-05-13
1232,15.7,5.161,3,brand_4,market_5,region_1,store_3,48293,2024-04-14
1233,2.84,7.479,4,brand_23,market_5,region_1,store_2,43587,2020-12-03
1234,14.97,16.548,2,brand_11,market_4,region_4,store_2,18422,2023-09-30
1235,9.07,10.255,5,brand_21,market_1,region_4,store_3,4735,2024-05-18
1236,8.49,16.235,2,brand_19,market_4,region_3,store_4,43874,2020-02-05
1237,7.5,10.789,1,brand_13,market_1,region_7,store_2,39869,2020-09-15
1238,16.67,6.69,4,brand_26,market_1,region_3,store_4,3405,2021-04-03
1239,11.24,2.439,5,brand_3,market_1,region_3,store_4,14122,2022-07-16
1240,15.96,19.158,3,brand_11,market_2,region_2,store_2,32249,2023-04-25
1241,14.07,5.612,3,brand_6,market_3,region_2,store_1,38609,2020-12-23
1242,14.22,4.821,5,brand_28,market_1,region_2,store_4,11435,2022-10-10
1243,4.65,13.434,5,brand_10,market_3,region_3,store_2,11425,2021-03-26
1244,5.84,10.692,5,brand_30,market_4,region_5,store_1,4370,2021-04-27
1245,14.91,7.471,2,brand_17,market_4,region_4,store_3,13106,2021-04-19
1246,9.92,19.554,5,brand_6,market_1,region_1,store_4,7795,2022-09-09
1247,4.0,18.591,2,brand_9,market_3,region_7,store_1,44924,2022-04-20
1248,4.79,16.424,4,brand_9,market_3,region_5,store_1,2035,2022-06-02
1249,10.53,10.207,5,brand_26,market_2,region_7,store_1,49091,2022-04-26
1250,10.32,9.992,5,brand_22,market_2,region_6,store_1,39296,2022-10-25
1251,18.27,15.68,3,brand_13,market_1,region_7,store_2,47842,2024-05-21
1252,15.85,18.313,2,brand_18,market_4,region_7,store_3,6704,2021-03-04
1253,14.92,3.532,5,brand_12,market_2,region_2,store_2,37645,2022-08-28
1254,8.8,4.21,4,brand_13,market_5,region_6,store_1,14492,2024-01-16
1255,6.05,13.976,4,brand_22,market_2,region_2,store_1,34738,2022-07-26
1256,8.87,7.768,1,brand_27,market_2,region_4,store_4,39067,2023-09-12
1257,7.77,8.095,2,brand_17,market_1,region_1,store_3,24289,2020-05-12
1258,19.73,1.167,2,brand_19,market_4,region_5,store_2,49021,2020-12-12
1259,3.16,9.91,3,brand_25,market_3,region_4,store_4,8299,2024-05-05
1260,1.77,9.217,2,brand_29,market_1,region_7,store_3,17648,2022-10-26
1261,18.98,2.727,2,brand_12,market_2,region_1,store_4,20079,2021-10-26
1262,11.53,15.276,2,brand_10,market_1,region_3,store_1,12211,2024-02-03
1263,9.9,5.238,3,brand_12,market_5,region_6,store_2,21294,2024-05-27
1264,11.85,14.317,4,brand_12,market_3,region_7,store_2,17797,2022-01-27
1265,19.02,3.139,1,brand_29,market_2,region_3,store_1,4227,2022-03-21
1266,1.54,8.669,5,brand_12,market_2,region_4,store_1,10422,2022-06-19
1267,11.6,15.707,4,brand_29,market_1,region_1,store_2,18971,2023-09-24
1268,7.04,1.299,1,brand_7,market_4,region_2,store_2,39628,2022-06-17
1269,14.61,19.843,3,brand_19,market_1,region_1,store_2,41852,2023-05-16
1270,15.29,10.731,5,brand_27,market_1,region_7,store_2,25718,2022-02-27
1271,2.51,14.807,5,brand_13,market_2,region_4,store_2,32212,2021-12-18
1272,7.07,19.306,3,brand_9,market_5,region_7,store_3,27299,2021-10-03
1273,1.97,12.719,5,brand_9,market_1,region_5,store_4,29196,2024-12-07
1274,5.46,7.659,1,brand_16,market_4,region_5,store_2,21589,2024-03-04
1275,1.7,13.199,4,brand_22,market_2,region_5,store_4,12279,2023-05-10
1276,12.78,4.878,2,brand_6,market_1,region_2,store_2,6875,2023-11-25
1277,2.11,4.662,3,brand_17,market_5,region_1,store_1,31171,2020-12-04
1278,9.98,7.29,1,brand_10,market_2,region_7,store_3,19184,2024-05-31
1279,8.97,11.895,2,brand_16,market_3,region_3,store_2,24334,2021-09-14
1280,13.21,18.887,1,brand_9,market_4,region_5,store_4,48280,2022-11-19
1281,11.47,7.737,4,brand_19,market_5,region_2,store_1,22820,2024-02-06
1282,13.89,4.936,4,brand_6,market_4,region_3,store_2,25467,2022-12-01
1283,18.47,10.397,5,brand_5,market_3,region_1,store_3,33989,2020-04-13
1284,16.83,3.87,1,brand_14,market_5,region_6,store_3,24523,2023-06-08
1285,8.05,15.564,2,brand_4,market_4,region_2,store_4,10875,2022-08-05
1286,8.16,9.841,5,brand_29,market_5,region_2,store_1,17838,2024-12-29
1287,15.5,1.783,3,brand_25,market_1,region_3,store_3,35737,2020-04-05
1288,16.52,12.653,5,brand_24,market_2,region_2,store_2,11050,2020-04-14
1289,16.65,5.995,4,brand_7,market_2,region_6,store_2,31360,2020-02-18
1290,19.31,10.526,1,brand_7,market_4,region_4,store_4,46064,2020-11-28
1291,4.55,4.381,3,brand_29,market_4,region_4,store_1,4319,2021-10-16
1292,6.91,5.55,2,brand_14,market_3,region_1,store_3,26054,2022-08-19
1293,17.87,5.339,4,brand_20,market_1,region_4,store_3,19858,2024-11-17
1294,8.46,14.131,5,brand_16,market_4,region_4,store_2,19246,2020-06-16
1295,6.9,4.533,4,brand_24,market_2,region_2,store_3,11740,2021-08-28
1296,3.6,2.119,5,brand_12,market_2,region_7,store_3,42265,2023-12-14
1297,8.42,14.026,5,brand_7,market_2,region_7,store_3,26736,2022-08-25
1298,8.95,12.831,5,brand_24,market_3,region_5,store_3,35274,2022-03-20
1299,17.43,10.355,3,brand_6,market_4,region_5,store_1,28724,2020-05-31
1300,12.3,15.175,5,brand_2,market_4,region_7,store_1,12143,2023-09-29
1301,18.25,10.022,2,brand_6,market_1,region_5,store_1,12199,2022-06-08
1302,4.56,10.239,4,brand_26,market_5,region_4,store_4,31203,2022-09-18
1303,9.63,5.884,2,brand_23,market_2,region_7,store_1,43848,2024-02-10
1304,12.14,12.293,2,brand_2,market_5,region_5,store_4,21952,2024-12-26
1305,7.67,1.696,4,brand_3,market_3,region_7,store_4,7293,2024-07-21
1306,18.08,7.488,1,brand_28,market_4,region_6,store_2,22090,2021-03-02
1307,17.16,1.609,3,brand_14,market_2,region_5,store_3,48585,2024-05-04
1308,11.51,10.185,1,brand_21,market_2,region_5,store_4,21142,2023-08-09
1309,10.98,17.854,1,brand_8,market_2,region_7,store_3,47838,2022-10-13
1310,6.14,16.226,4,brand_2,market_5,region_7,store_4,49014,2022-05-26
1311,12.26,16.95,4,brand_19,market_3,region_5,store_2,26583,2020-09-23
1312,11.03,3.285,4,brand_14,market_4,region_7,store_1,28761,2020-11-18
1313,17.16,18.139,5,brand_23,market_1,region_4,store_2,19158,2023-01-04
1314,3.33,1.704,1,brand_21,market_5,region_5,store_1,40653,2024-03-25
1315,9.23,2.46,3,brand_6,market_1,region_5,store_1,47226,2022-08-23
1316,5.75,1.785,4,brand_27,market_1,region_1,store_4,37957,2021-01-30
1317,9.84,6.38,3,brand_16,market_3,region_3,store_4,18793,2021-10-19
1318,11.56,15.753,1,brand_23,market_5,region_7,store_3,35473,2023-08-09
1319,7.15,17.329,3,brand_30,market_5,region_3,store_2,17534,2024-08-07
1320,18.81,17.411,3,brand_4,market_3,region_2,store_4,38438,2022-06-22
1321,19.03,17.533,3,brand_3,market_3,region_6,store_4,8426,2021-09-26
1322,15.31,17.394,2,brand_18,market_3,region_3,store_3,8361,2022-09-05
1323,18.4,15.369,1,brand_28,market_1,region_7,store_2,25705,2024-03-16
1324,10.14,18.364,4,brand_12,market_3,region_5,store_3,9939,2022-05-20
1325,10.9,9.043,1,brand_9,market_4,region_6,store_3,46186,2021-05-27
1326,7.3,1.641,1,brand_23,market_2,region_5,store_2,20163,2024-08-16
1327,11.39,5.684,3,brand_15,market_1,region_6,store_1,10298,2024-01-18
1328,13.03,3.091,2,brand_5,market_5,region_5,store_3,31797,2023-09-17
1329,18.57,12.846,1,brand_6,market_5,region_6,store_4,46005,2023-10-20
1330,11.01,14.025,2,brand_24,market_1,region_5,store_2,5909,2024-05-04
1331,6.94,2.942,1,brand_6,market_5,region_3,store_4,10672,2023-10-12
1332,9.13,9.792,4,brand_8,market_4,region_3,store_3,28965,2020-04-19
1333,17.78,10.874,3,brand_8,market_4,region_2,store_4,17693,2023-02-02
1334,18.16,6.274,5,brand_1,market_1,region_1,store_4,3524,2022-03-18
1335,13.55,14.524,2,brand_9,market_5,region_6,store_4,36556,2024-01-02
1336,16.85,13.158,1,brand_5,market_1,region_4,store_3,49364,2022-02-03
1337,1.61,16.54,3,brand_13,market_3,region_5,store_1,9757,2023-02-25
1338,17.77,12.636,5,brand_26,market_5,region_6,store_2,49007,2023-08-08
1339,12.65,18.674,1,brand_21,market_3,region_1,store_1,22893,2022-01-12
1340,10.37,19.556,4,brand_8,market_5,region_5,store_1,21013,2022-10-09
1341,8.1,9.946,2,brand_27,market_4,region_5,store_4,16067,2023-08-22
1342,19.99,3.539,2,brand_25,market_5,region_1,store_2,26086,2022-05-25
1343,7.38,19.747,5,brand_17,market_5,region_6,store_2,19557,2021-02-16
1344,19.65,1.599,4,brand_14,market_1,region_3,store_2,4785,2021-02-05
1345,17.58,2.973,5,brand_30,market_2,region_1,store_2,31907,2023-07-03
1346,18.47,19.249,2,brand_18,market_5,region_7,store_3,15423,2020-06-26
1347,1.37,14.765,5,brand_10,market_3,region_4,store_3,40694,2020-09-08
1348,12.95,18.63,3,brand_6,market_5,region_6,store_4,42389,2022-08-16
1349,8.13,18.677,1,brand_26,market_1,region_3,store_1,13606,2022-06-14
1350,6.34,15.898,1,brand_10,market_3,region_7,store_4,40502,2021-05-18
1351,17.94,12.699,4,brand_14,market_4,region_6,store_3,28072,2024-04-01
1352,10.98,2.933,5,brand_19,market_1,region_6,store_1,35173,2020-12-06
1353,7.46,5.048,5,brand_8,market_2,region_4,store_2,36106,2024-01-22
1354,10.47,18.4,5,brand_9,market_4,region_6,store_4,23624,2024-10-12
1355,9.58,9.674,4,brand_19,market_4,region_5,store_2,30949,2024-05-15
1356,5.54,18.763,3,brand_3,market_2,region_2,store_1,38514,2022-06-11
1357,9.75,11.751,2,brand_28,market_2,region_4,store_1,4821,2021-02-12
1358,16.13,12.369,2,brand_1,market_4,region_4,store_2,48058,2023-10-02
1359,16.92,5.318,5,brand_13,market_5,region_2,store_4,24435,2023-10-13
1360,17.89,3.673,4,brand_1,market_3,region_3,store_2,41735,2020-05-17
1361,4.7,7.782,5,brand_5,market_3,region_2,store_3,25883,2024-04-27
1362,16.86,19.573,1,brand_30,market_2,region_2,store_3,47325,2020-11-20
1363,4.11,16.331,4,brand_6,market_5,region_4,store_2,46803,2021-03-25
1364,3.36,17.806,5,brand_26,market_2,region_1,store_3,4397,2024-08-18
1365,4.7,18.296,4,brand_4,market_3,region_7,store_2,13957,2023-09-13
1366,6.35,17.103,4,brand_5,market_1,region_5,store_3,7003,2023-04-16
1367,11.22,3.697,5,brand_25,market_5,region_1,store_1,2844,2020-05-28
1368,10.06,5.751,3,brand_23,market_1,region_5,store_4,1832,2024-03-19
1369,1.35,16.679,1,brand_11,market_5,region_2,store_4,37141,2024-01-02
1370,18.22,5.941,1,brand_25,market_3,region_4,store_1,44190,2023-04-07
1371,19.8,12.828,3,brand_9,market_2,region_4,store_2,38124,2023-11-19
1372,3.32,6.47,5,brand_6,market_5,region_7,store_4,37621,2024-02-12
1373,13.22,2.562,3,brand_25,market_2,region_4,store_2,6600,2023-06-29
1374,12.53,19.747,4,brand_1,market_2,region_7,store_4,22895,2023-11-24
1375,4.21,18.569,2,brand_7,market_5,region_1,store_3,20754,2023-02-19
1376,2.96,10.357,2,brand_29,market_3,region_3,store_2,47365,2021-07-25
1377,2.55,4.707,4,brand_24,market_2,region_2,store_3,38817,2022-08-18
1378,14.25,5.286,5,brand_19,market_3,region_3,store_4,12289,2021-07-29
1379,15.75,4.712,3,brand_25,market_5,region_2,store_4,18767,2023-07-26
1380,19.5,4.842,3,brand_9,market_4,region_1,store_2,19807,2024-04-02
1381,1.89,10.483,3,brand_19,market_3,region_4,store_4,21683,2020-10-21
1382,8.94,15.159,3,brand_28,market_3,region_4,store_4,41409,2020-10-18
1383,12.55,14.13,3,brand_18,market_2,region_1,store_2,15159,2020-12-16
1384,17.28,10.064,2,brand_2,market_1,region_6,store_3,29584,2020-09-17
1385,4.7,7.497,1,brand_12,market_1,region_6,store_3,24599,2023-08-18
1386,12.64,9.074,2,brand_8,market_3,region_1,store_1,19550,2022-12-12
1387,16.25,11.695,1,brand_19,market_2,region_3,store_1,33550,2023-09-03
1388,17.02,2.418,4,brand_9,market_1,region_6,store_3,23883,2023-05-25
1389,10.02,5.556,2,brand_14,market_1,region_6,store_2,17965,2021-05-20
1390,14.68,11.114,1,brand_25,market_1,region_4,store_3,9281,2024-03-14
1391,8.71,9.284,3,brand_16,market_1,region_5,store_2,15058,2024-02-07
1392,4.28,19.78,3,brand_24,market_1,region_5,store_3,29355,2023-12-15
1393,16.86,8.082,3,brand_12,market_5,region_6,store_1,38369,2021-06-21
1394,17.41,10.991,3,brand_18,market_3,region_7,store_4,18083,2024-07-02
1395,8.23,3.012,3,brand_25,market_3,region_4,store_2,39319,2022-06-03
1396,16.0,2.825,1,brand_20,market_4,region_6,store_3,43101,2021-05-24
1397,8.46,17.624,1,brand_10,market_3,region_3,store_2,7060,2023-02-26
1398,12.39,19.067,3,brand_10,market_4,region_4,store_3,28388,2020-11-14
1399,1.32,15.293,4,brand_28,market_3,region_3,store_1,23784,2023-01-14
1400,11.1,19.806,1,brand_17,market_4,region_5,store_1,23283,2023-05-22
1401,12.7,14.974,3,brand_8,market_4,region_5,store_4,35250,2020-12-27
1402,1.19,3.796,5,brand_27,market_4,region_1,store_2,39229,2021-11-16
1403,15.36,15.627,1,brand_4,market_4,region_4,store_1,13482,2022-06-15
1404,14.0,6.402,1,brand_13,market_5,region_6,store_2,43908,2023-10-08
1405,7.45,15.42,5,brand_12,market_1,region_3,store_3,7079,2020-08-13
1406,5.27,11.277,1,brand_23,market_3,region_6,store_4,37321,2020-06-10
1407,13.72,15.615,4,brand_11,market_3,region_2,store_3,6778,2023-10-24
1408,9.67,8.497,4,brand_6,market_1,region_1,store_3,23851,2024-03-28
1409,11.52,5.119,5,brand_11,market_4,region_3,store_2,12874,2022-05-17
1410,10.15,4.3,1,brand_23,market_3,region_7,store_3,10450,2024-02-21
1411,18.21,17.25,2,brand_30,market_1,region_1,store_4,1070,2023-11-26
1412,15.81,18.531,3,brand_2,market_4,region_1,store_2,21337,2022-04-24
1413,10.62,8.707,2,brand_13,market_3,region_4,store_4,37522,2021-09-05
1414,6.33,16.397,1,brand_22,market_5,region_1,store_2,24919,2023-11-01
1415,4.0,11.725,1,brand_15,market_2,region_5,store_2,10797,2021-08-28
1416,2.14,6.315,5,brand_4,market_2,region_1,store_1,38051,2021-07-12
1417,10.33,6.515,2,brand_1,market_1,region_5,store_4,39958,2020-02-13
1418,14.3,18.541,4,brand_3,market_3,region_4,store_2,20848,2021-12-11
1419,15.82,16.571,2,brand_9,market_4,region_7,store_2,37198,2021-09-30
1420,12.07,17.127,4,brand_24,market_5,region_5,store_2,33796,2023-03-15
1421,16.51,6.74,4,brand_9,market_1,region_4,store_2,27810,2022-09-08
1422,14.64,11.052,2,brand_23,market_3,region_2,store_2,47438,2022-08-02
1423,9.84,13.542,5,brand_25,market_5,region_7,store_4,29814,2022-12-20
1424,10.47,17.628,4,brand_1,market_1,region_3,store_1,14220,2022-10-28
1425,13.94,10.42,3,brand_7,market_5,region_1,store_4,42815,2021-08-17
1426,13.39,18.443,1,brand_25,market_3,region_4,store_2,8123,2022-02-10
1427,5.13,1.439,1,brand_30,market_4,region_3,store_3,5598,2024-10-08
1428,4.52,6.729,5,brand_24,market_1,region_3,store_1,27515,2021-12-01
1429,2.22,12.143,4,brand_11,market_4,region_1,store_3,4076,2022-04-17
1430,7.15,18.764,5,brand_16,market_2,region_3,store_3,45495,2024-01-07
1431,1.94,4.214,5,brand_19,market_3,region_2,store_4,40940,2023-02-22
1432,16.54,11.406,1,brand_16,market_5,region_4,store_3,28598,2022-02-08
1433,5.31,17.727,1,brand_16,market_2,region_2,store_3,21048,2021-12-23
1434,9.12,17.017,4,brand_29,market_4,region_5,store_2,11106,2022-09-18
1435,6.89,10.611,4,brand_21,market_5,region_2,store_2,45964,2020-08-02
1436,10.68,8.326,3,brand_11,market_2,region_1,store_4,39095,2021-07-11
1437,15.96,18.428,1,brand_12,market_1,region_6,store_3,7159,2023-11-22
1438,10.97,18.057,1,brand_9,market_5,region_3,store_1,34175,2022-06-20
1439,9.74,8.619,4,brand_10,market_2,region_3,store_3,3264,2024-12-16
1440,11.15,7.972,2,brand_6,market_2,region_3,store_4,20186,2021-12-09
1441,18.61,7.05,1,brand_9,market_1,region_7,store_1,19216,2022-10-10
1442,8.62,8.347,1,brand_29,market_5,region_7,store_1,13671,2024-08-19
1443,17.58,13.967,1,brand_19,market_3,region_7,store_3,39096,2024-02-05
1444,8.04,2.898,1,brand_26,market_4,region_5,store_1,11689,2024-01-24
1445,3.52,2.022,2,brand_16,market_4,region_5,store_3,37206,2024-12-07
1446,7.69,7.271,2,brand_23,market_3,region_6,store_4,46599,2021-07-02
1447,14.98,1.416,2,brand_6,market_1,region_3,store_1,36950,2023-07-27
1448,11.77,14.232,2,brand_11,market_4,region_6,store_2,39852,2021-05-14
1449,18.28,17.922,3,brand_6,market_3,region_4,store_4,7086,2021-04-10
1450,17.8,2.303,2,brand_16,market_1,region_7,store_3,34849,2024-11-04
1451,4.03,12.416,1,brand_23,market_1,region_4,store_2,26109,2023-08-09
1452,8.11,10.421,2,brand_27,market_2,region_4,store_1,47786,2022-03-09
1453,15.99,13.571,5,brand_25,market_3,region_1,store_3,31126,2022-09-27
1454,1.84,16.799,4,brand_10,market_3,region_4,store_2,21219,2021-06-29
1455,14.38,14.585,5,brand_6,market_5,region_4,store_4,29685,2021-03-14
1456,19.11,2.671,3,brand_10,market_2,region_1,store_4,16766,2020-06-13
1457,17.66,8.855,3,brand_21,market_5,region_7,store_2,19027,2023-09-20
1458,16.42,13.233,5,brand_22,market_4,region_2,store_1,19995,2020-07-12
1459,8.45,12.272,3,brand_12,market_2,region_3,store_4,16533,2020-06-22
1460,6.27,3.699,4,brand_24,market_4,region_3,store_4,28277,2021-02-02
1461,10.44,7.548,4,brand_30,market_2,region_3,store_4,26344,2023-08-07
1462,16.35,19.645,5,brand_2,market_1,region_6,store_4,22030,2021-12-18
1463,18.77,4.469,2,brand_23,market_1,region_3,store_2,10145,2022-09-01
1464,15.69,10.857,5,brand_9,market_1,region_1,store_3,33426,2020-08-14
1465,14.55,15.83,2,brand_6,market_4,region_7,store_4,42352,2021-08-08
1466,14.69,10.389,3,brand_3,market_4,region_5,store_2,48292,2021-11-14
1467,11.47,11.519,2,brand_6,market_1,region_3,store_3,38717,2021-01-03
1468,10.5,6.871,3,brand_12,market_1,region_3,store_1,29674,2021-07-22
1469,16.67,4.43,2,brand_15,market_1,region_6,store_3,26388,2024-05-24
1470,16.38,11.275,3,brand_4,market_5,region_5,store_3,38005,2023-09-12
1471,1.46,17.362,4,brand_30,market_5,region_1,store_3,8489,2021-11-06
1472,5.62,13.189,2,brand_18,market_1,region_5,store_2,40548,2024-04-12
1473,4.54,2.513,1,brand_7,market_4,region_4,store_4,21425,2023-01-06
1474,19.1,5.811,3,brand_23,market_3,region_1,store_3,46904,2024-05-31
1475,6.98,9.308,5,brand_21,market_4,region_3,store_1,46624,2023-02-02
1476,19.56,16.389,3,brand_30,market_3,region_1,store_4,11083,2024-06-09
1477,19.17,4.045,5,brand_17,market_4,region_6,store_4,18863,2024-06-08
1478,6.22,8.454,1,brand_24,market_5,region_1,store_2,49878,2021-01-16
1479,6.23,7.493,4,brand_28,market_4,region_2,store_2,11076,2023-07-20
1480,8.42,3.392,4,brand_7,market_4,region_1,store_3,21486,2020-04-26
1481,15.33,8.151,2,brand_26,market_3,region_7,store_3,20583,2021-10-23
1482,3.7,13.456,5,brand_22,market_2,region_4,store_1,29058,2023-11-28
